brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
22611.0,sold,424000.0,3.0,2.0,0.13,452676.0,Goodyear,Arizona,85338.0,1516.0,2022-05-02
81332.0,for_sale,129900.0,,,2.82,1949515.0,Almont,Michigan,48003.0,,
83315.0,sold,200000.0,3.0,2.0,,1496654.0,Maple Grove,Minnesota,55369.0,1190.0,2022-03-11
16829.0,sold,519000.0,2.0,2.0,,387318.0,Winthrop,Massachusetts,2152.0,1365.0,2022-03-23
71240.0,for_sale,543000.0,2.0,2.0,0.16,1086279.0,Beaumont,California,92223.0,1564.0,2022-02-10
102725.0,for_sale,569900.0,3.0,4.0,0.1,1094826.0,Duluth,Minnesota,55804.0,3540.0,
30807.0,for_sale,260000.0,4.0,,0.06,1288976.0,Philadelphia,Pennsylvania,19124.0,1848.0,2006-10-24
77173.0,sold,125000.0,2.0,2.0,0.02,1109729.0,Phoenix,Arizona,85031.0,936.0,2022-04-15
88685.0,for_sale,295900.0,3.0,2.0,,12483.0,Foristell,Missouri,63348.0,1745.0,
10478.0,for_sale,360000.0,4.0,4.0,0.41,386191.0,Reading,Pennsylvania,19606.0,3066.0,
83714.0,sold,458000.0,2.0,2.0,,239343.0,La Habra,California,90631.0,1189.0,2021-11-23
87953.0,for_sale,620000.0,4.0,3.0,0.54,1525529.0,Alexandria,Virginia,22315.0,1696.0,1988-03-31
82002.0,sold,365900.0,4.0,3.0,0.12,879585.0,Phoenix,Arizona,85043.0,1921.0,2021-12-07
14535.0,for_sale,435000.0,,,50.2,1924641.0,Clinton,South Carolina,29325.0,,2022-04-15
81716.0,for_sale,838000.0,2.0,1.0,,302209.0,New York,New York,10002.0,800.0,2018-03-16
78243.0,sold,795000.0,4.0,4.0,0.19,1190460.0,Aldie,Virginia,20105.0,3515.0,2021-11-12
22117.0,sold,179900.0,,,,199684.0,Belleville,Illinois,62223.0,1120.0,2022-01-31
56322.0,for_sale,134900.0,1.0,1.0,51.0,431746.0,Crosslake,Minnesota,56442.0,540.0,
10498.0,for_sale,389000.0,2.0,2.0,0.17,1651961.0,Clay,Michigan,48001.0,1350.0,2017-10-05
22611.0,for_sale,399000.0,3.0,4.0,0.04,1203303.0,Bowie,Maryland,20720.0,1608.0,2020-01-09
16829.0,sold,295000.0,2.0,2.0,,1630695.0,Alexandria,Virginia,22306.0,1100.0,2022-01-05
62711.0,for_sale,256500.0,3.0,2.0,0.25,67634.0,Warner Robins,Georgia,31088.0,1710.0,2021-04-27
75329.0,for_sale,214900.0,4.0,2.0,0.27,107053.0,Sherwood,Arkansas,72120.0,1999.0,
81620.0,for_sale,328000.0,4.0,3.0,0.13,1701668.0,Burlington,New Jersey,8016.0,1840.0,2019-04-03
80858.0,sold,249900.0,3.0,,,340137.0,La Crosse,Wisconsin,54601.0,,2022-03-30
96330.0,sold,595000.0,5.0,3.0,0.6,810591.0,Richmond,Virginia,23233.0,2998.0,2022-03-02
86672.0,for_sale,160000.0,3.0,2.0,0.12,477755.0,Detroit,Michigan,48219.0,1405.0,
60991.0,sold,239000.0,2.0,2.0,0.3,502057.0,Hagerstown,Maryland,21740.0,1472.0,2022-02-25
71887.0,sold,549900.0,5.0,3.0,3.25,1135076.0,Molena,Georgia,30258.0,2740.0,2022-04-08
105693.0,for_sale,313990.0,4.0,3.0,0.3,207151.0,Poinciana,Florida,34759.0,1941.0,2021-03-29
22968.0,for_sale,398000.0,,,17.18,482114.0,Frederiksted,Virgin Islands,840.0,,
36589.0,for_sale,800000.0,6.0,4.0,0.42,1125783.0,Moorhead,Minnesota,56560.0,4600.0,2015-07-01
90706.0,for_sale,825000.0,10.0,10.0,0.24,897308.0,Anchorage,Alaska,99517.0,7992.0,2007-09-05
55355.0,for_sale,159900.0,2.0,2.0,0.08,,Cocoa,Florida,32926.0,910.0,2000-04-14
105829.0,for_sale,110000.0,,,3.84,1948786.0,Wirtz,Virginia,24184.0,,
26626.0,ready_to_build,369990.0,3.0,,,388027.0,Franklinton,North Carolina,27525.0,2535.0,
39631.0,sold,115000.0,3.0,2.0,0.62,404868.0,Lyman,South Carolina,29365.0,,2021-12-22
19903.0,for_sale,285000.0,3.0,2.0,0.16,1490939.0,Houston,Texas,77084.0,1935.0,2016-03-28
107290.0,sold,784000.0,4.0,4.0,0.26,1307474.0,San Bernardino,California,92404.0,3592.0,2022-03-11
22868.0,for_sale,165000.0,,,1.63,1122210.0,Little Egg Harbor Township,New Jersey,8087.0,,2021-12-22
99531.0,for_sale,398000.0,2.0,2.0,0.04,661524.0,Willis,Texas,77318.0,1876.0,2002-05-02
81145.0,sold,68950.0,2.0,1.0,,1626482.0,Erma,New Jersey,8204.0,,2021-11-19
388.0,for_sale,65000.0,,,1.66,12840.0,Orange,Texas,77632.0,,
30807.0,for_sale,31000.0,,,0.23,2000619.0,North Port,Florida,34286.0,,2011-06-17
102073.0,sold,189900.0,3.0,2.0,0.13,584106.0,Rochester,New York,14609.0,1550.0,2021-12-21
100859.0,for_sale,343400.0,,,40.4,1839786.0,Brandon,Mississippi,39042.0,,
56126.0,for_sale,130000.0,,,5.0,873692.0,Lorida,Florida,33857.0,,2017-04-28
78154.0,sold,375000.0,4.0,2.0,0.33,1655549.0,Temple Terrace,Florida,33637.0,2016.0,2022-02-07
73026.0,for_sale,36500.0,,,0.29,414471.0,Port Charlotte,Florida,33981.0,,2004-06-23
62656.0,for_sale,634000.0,2.0,2.0,,886828.0,Detroit,Michigan,48201.0,1460.0,
52779.0,sold,799900.0,,,0.17,1804895.0,Los Angeles,California,90044.0,3260.0,2022-04-11
22118.0,for_sale,125000.0,1.0,1.0,0.13,661246.0,Maryville,Illinois,62062.0,868.0,2012-03-06
15964.0,for_sale,79900.0,,,0.21,1892437.0,Tarpon Springs,Florida,34689.0,,2006-05-02
91664.0,for_sale,2950000.0,,,0.46,626344.0,Westfield,New Jersey,7090.0,,
79991.0,for_sale,259900.0,3.0,2.0,1.25,693055.0,Ellijay,Georgia,30540.0,,
10489.0,for_sale,842500.0,5.0,6.0,0.5,,Fortville,Indiana,46040.0,6543.0,
51858.0,sold,1050000.0,3.0,3.0,0.14,1081350.0,Los Angeles,California,90043.0,1541.0,2021-12-30
22978.0,for_sale,179500.0,,,0.96,1930402.0,Prineville,Oregon,97754.0,,
102073.0,sold,479900.0,5.0,3.0,1.02,192049.0,Fairport,New York,14450.0,2961.0,2022-03-15
13785.0,for_sale,735900.0,4.0,3.0,0.21,651523.0,Haslet,Texas,76052.0,2722.0,
3706.0,sold,573895.0,4.0,4.0,0.26,725536.0,Montgomery,Texas,77316.0,3407.0,2022-04-27
102673.0,sold,59750.0,,,9.44,1859896.0,Pilot,Virginia,24138.0,,2022-02-11
55147.0,for_sale,1395000.0,4.0,5.0,1.4,604197.0,Shavano Park,Texas,78231.0,4159.0,
109987.0,sold,284000.0,3.0,2.0,0.22,1146888.0,Midland,Texas,79707.0,1883.0,2021-12-03
30603.0,sold,375000.0,3.0,2.0,0.19,896840.0,Seguin,Texas,78155.0,1939.0,2022-03-30
10613.0,sold,89900.0,3.0,3.0,0.14,369367.0,Canton,Ohio,44705.0,1344.0,2022-01-19
22690.0,for_sale,929900.0,4.0,3.0,0.62,678093.0,Spring Valley,California,91977.0,2928.0,2005-02-24
76047.0,for_sale,450000.0,3.0,2.0,0.31,315897.0,North Port,Florida,34286.0,2358.0,2014-04-04
35522.0,for_sale,110000.0,,,2.6,1909496.0,Grand Rapids,Michigan,49534.0,,
30807.0,sold,184900.0,3.0,1.0,0.03,1728150.0,Philadelphia,Pennsylvania,19138.0,1087.0,2022-02-28
92401.0,for_sale,100000.0,,,1.29,1839688.0,Bentonville,Arkansas,72713.0,,
62998.0,for_sale,575000.0,5.0,5.0,1.1,1489211.0,Augusta,Kansas,67010.0,4032.0,2018-09-04
31373.0,sold,200000.0,2.0,1.0,0.14,482137.0,Hopkins,Minnesota,55343.0,1264.0,2022-04-08
81859.0,sold,260000.0,3.0,4.0,0.04,1193357.0,Frederick,Maryland,21702.0,1836.0,2021-10-26
22453.0,sold,280000.0,4.0,3.0,0.31,1165347.0,Versailles,Kentucky,40383.0,2300.0,2022-03-10
30569.0,for_sale,69900.0,,,5.0,1554058.0,Deming,New Mexico,88030.0,,
44280.0,for_sale,615000.0,3.0,3.0,0.23,424738.0,Savage,Minnesota,55378.0,2016.0,
40435.0,for_sale,12000.0,,,0.03,1420926.0,Granbury,Texas,76048.0,,
53292.0,for_sale,352070.0,4.0,3.0,0.38,642508.0,Warner Robins,Georgia,31088.0,2463.0,
50566.0,for_sale,445000.0,3.0,2.0,0.11,137953.0,Coos Bay,Oregon,97420.0,1819.0,2021-12-17
99925.0,sold,545000.0,4.0,3.0,0.26,402935.0,Richmond,Virginia,23226.0,2196.0,2022-03-30
78723.0,for_sale,448000.0,9.0,4.0,0.07,1169486.0,Providence,Rhode Island,2909.0,5411.0,
52315.0,for_sale,229000.0,4.0,3.0,4.68,1682550.0,Canastota,New York,13032.0,3949.0,
83602.0,sold,499000.0,2.0,2.0,,1111304.0,San Jose,California,95111.0,976.0,2022-04-20
81593.0,sold,345000.0,3.0,3.0,0.92,1238781.0,Glen Rock,Pennsylvania,17327.0,2710.0,2021-12-23
67375.0,for_sale,275000.0,3.0,2.0,0.44,1316042.0,Gadsden,Alabama,35903.0,1940.0,
78163.0,for_sale,275000.0,3.0,3.0,0.31,364205.0,Kalamazoo,Michigan,49009.0,2357.0,2019-06-12
60010.0,for_sale,599990.0,5.0,4.0,0.26,1609273.0,Otsego,Minnesota,55330.0,3729.0,
79944.0,for_sale,89900.0,3.0,2.0,0.19,1059816.0,Memphis,Tennessee,38115.0,,2021-12-15
71863.0,for_sale,315000.0,,,4.94,165405.0,Placida,Florida,33946.0,,2016-07-27
29374.0,for_sale,418475.0,3.0,2.0,0.16,937434.0,Buckeye,Arizona,85396.0,1788.0,2017-06-22
83498.0,for_sale,399000.0,2.0,2.0,0.15,890700.0,Menifee,California,92586.0,1463.0,
84621.0,for_sale,170000.0,3.0,1.0,0.56,1816749.0,Raytown,Missouri,64133.0,776.0,2002-01-18
52595.0,for_sale,350710.0,3.0,2.0,0.19,27393.0,Lakemore,Ohio,44312.0,1696.0,
26524.0,for_sale,1250000.0,4.0,5.0,,907503.0,Aventura,Florida,33180.0,2414.0,2020-12-24
46376.0,sold,75000.0,,,0.2,1715231.0,Kissimmee,Florida,34759.0,,2022-04-22
87602.0,sold,29000.0,3.0,1.0,0.18,46160.0,Sherrard,Illinois,61281.0,1040.0,2022-02-11
42223.0,for_sale,53000.0,2.0,1.0,0.05,916886.0,Petersburg,Virginia,23803.0,616.0,2007-07-02
53069.0,for_sale,430000.0,3.0,2.0,0.17,836189.0,Lancaster,California,93536.0,1416.0,2008-06-30
56334.0,for_sale,69900.0,,,1.92,1937570.0,Pequot Lakes,Minnesota,56472.0,,
101070.0,for_sale,250000.0,,,10.05,1932907.0,Ronan,Montana,59864.0,,
94984.0,sold,3700000.0,,,130.45,1257355.0,The Plains,Virginia,20198.0,,2021-11-09
79941.0,for_sale,569511.0,3.0,2.0,0.16,718605.0,Fort Worth,Texas,76110.0,2152.0,
40023.0,for_sale,280000.0,2.0,2.0,,73428.0,Miami,Florida,33196.0,1084.0,2021-02-18
26628.0,for_sale,332120.0,3.0,4.0,0.05,1973355.0,Charles Town,West Virginia,25414.0,2088.0,
59739.0,for_sale,395000.0,,,5.56,846325.0,Naples,Florida,34117.0,,
22387.0,sold,358000.0,3.0,3.0,0.48,1001241.0,Rocky Face,Georgia,30740.0,4402.0,2022-02-14
52585.0,sold,380000.0,5.0,4.0,0.25,1212136.0,Wentzville,Missouri,63385.0,2608.0,2022-03-31
84534.0,for_sale,425000.0,2.0,3.0,,1228482.0,Ashburn,Virginia,20147.0,1588.0,2014-02-03
52960.0,sold,369900.0,3.0,1.0,0.46,954798.0,Bellingham,Massachusetts,2019.0,1338.0,2021-12-22
59653.0,for_sale,560000.0,1.0,2.0,,1310002.0,Miami Beach,Florida,33139.0,1100.0,
30579.0,for_sale,62500.0,,,3.95,1875245.0,Ossipee,New Hampshire,3864.0,,
80512.0,for_sale,42900.0,,,0.39,1762764.0,Francis Creek,Wisconsin,54214.0,,
60865.0,sold,239900.0,3.0,2.0,15.0,1159460.0,Blountsville,Alabama,35031.0,1344.0,2022-03-23
4238.0,for_sale,40000.0,4.0,2.0,0.3,1349624.0,Junction City,Kansas,66441.0,1418.0,2022-06-01
4023.0,for_sale,190000.0,2.0,2.0,,68739.0,Brownsville,Texas,78520.0,2179.0,
31362.0,sold,300000.0,3.0,2.0,0.24,293960.0,Anoka,Minnesota,55303.0,1710.0,2021-11-04
22611.0,for_sale,210000.0,3.0,2.0,0.03,,Waianae,Hawaii,96792.0,951.0,
76453.0,sold,215000.0,2.0,2.0,0.16,1476084.0,Ingleside,Texas,78362.0,1558.0,2021-12-22
46047.0,for_sale,591817.0,5.0,3.0,0.15,1634588.0,Nampa,Idaho,83687.0,3435.0,
8494.0,for_sale,345000.0,4.0,2.0,0.18,1171274.0,Poinciana,Florida,34759.0,1765.0,2022-03-04
51376.0,ready_to_build,303990.0,3.0,,,376969.0,Coolidge,Arizona,85128.0,1591.0,
45111.0,for_sale,65500.0,3.0,2.0,0.02,976634.0,Philadelphia,Pennsylvania,19134.0,1120.0,1983-07-07
55830.0,sold,285000.0,2.0,1.0,0.73,400167.0,Scituate,Rhode Island,2857.0,851.0,2022-01-07
10642.0,for_sale,40000.0,3.0,1.0,0.08,1283924.0,Rochester,Pennsylvania,15074.0,1416.0,2002-04-08
68476.0,for_sale,34000.0,,,0.24,1399802.0,Montgomery,Alabama,36116.0,,2012-06-28
38528.0,sold,199500.0,2.0,2.0,1.29,1009803.0,Milanville,Pennsylvania,18443.0,1800.0,2021-10-22
88822.0,sold,60000.0,2.0,2.0,0.14,167952.0,Panora,Iowa,50216.0,1152.0,2022-01-14
59284.0,for_sale,639900.0,3.0,2.0,1.25,1198862.0,Apache Junction,Arizona,85120.0,1463.0,2019-02-28
29875.0,for_sale,53900.0,,,0.22,1837683.0,Hazleton,Pennsylvania,18202.0,,
30300.0,sold,18000.0,,,2.26,896902.0,Sumter,South Carolina,29154.0,,2022-03-04
108082.0,for_sale,205000.0,2.0,2.0,0.11,331725.0,Toms River,New Jersey,8757.0,1232.0,1997-10-06
16042.0,sold,359000.0,2.0,2.0,,645054.0,Laguna Woods,California,92637.0,1324.0,2022-04-25
84085.0,for_sale,995000.0,5.0,3.0,15.5,1272578.0,Lamoine,Maine,4605.0,5600.0,
45791.0,for_sale,39900.0,4.0,3.0,0.12,1820832.0,Lyons,New York,14489.0,3000.0,
44678.0,sold,349000.0,3.0,2.0,0.18,1711063.0,Lakewood,Washington,98498.0,1328.0,2022-03-30
23592.0,for_sale,399000.0,,1.0,,1793970.0,New York City,New York,10012.0,,
81774.0,for_sale,699900.0,4.0,2.0,0.23,1460353.0,Lake Worth,Florida,33460.0,2092.0,
59011.0,sold,293500.0,1.0,1.0,,621720.0,Arlington,Virginia,22201.0,581.0,2022-03-31
89864.0,for_sale,129900.0,,,0.23,1215550.0,Cape Coral,Florida,33993.0,,2018-10-01
72982.0,for_sale,1499999.0,6.0,4.0,0.21,353991.0,Panorama City,California,91402.0,3044.0,2005-07-25
81121.0,sold,389900.0,4.0,2.0,0.56,433936.0,Gulf Breeze,Florida,32563.0,1921.0,2022-04-01
103044.0,for_sale,51000.0,,,1.0,1768280.0,Woodbine,Iowa,51579.0,,
81866.0,for_sale,23000.0,,,0.26,1123793.0,Lehigh Acres,Florida,33976.0,,2008-08-07
11293.0,for_sale,389000.0,5.0,3.0,0.34,1577201.0,Grayslake,Illinois,60030.0,2646.0,2020-03-12
55823.0,sold,240000.0,3.0,1.0,0.13,1194848.0,Aldan,Pennsylvania,19018.0,1310.0,2022-02-11
83201.0,sold,759900.0,6.0,4.0,40.0,,Lebanon,Missouri,65536.0,6230.0,2022-03-16
86014.0,sold,49500.0,,,0.47,1122922.0,Elma,Washington,98541.0,,2022-03-21
16125.0,for_sale,1600000.0,3.0,2.0,9.99,965222.0,Escalon,California,95320.0,2073.0,2012-06-26
83454.0,sold,489950.0,3.0,2.0,0.21,87361.0,Rancho Cordova,California,95670.0,2060.0,2021-11-23
83480.0,for_sale,94000.0,,,0.2,649622.0,Prescott,Arizona,86303.0,,2004-08-16
76981.0,for_sale,375000.0,4.0,3.0,0.29,1502806.0,Orange,Texas,77632.0,3386.0,
22123.0,for_sale,895000.0,7.0,7.0,4.41,534860.0,Williamson,Georgia,30292.0,8557.0,
16050.0,sold,425000.0,3.0,3.0,0.22,1148718.0,Westport,Washington,98595.0,2288.0,2022-04-14
87160.0,for_sale,650000.0,,,21.0,111848.0,Elizabeth City,North Carolina,27909.0,,
59820.0,for_sale,482900.0,2.0,2.0,0.14,267679.0,Dewey Humboldt,Arizona,86327.0,1886.0,2020-09-14
64833.0,for_sale,249700.0,2.0,2.0,,1304440.0,Chicago,Illinois,60625.0,1325.0,2017-09-26
43037.0,sold,249000.0,3.0,1.0,0.24,1273208.0,Lake Zurich,Illinois,60047.0,975.0,2022-04-20
78280.0,for_sale,24400.0,,,0.23,1912251.0,Tipton,Indiana,46072.0,,
107871.0,for_sale,610000.0,3.0,3.0,0.1,984051.0,Temecula,California,92592.0,1664.0,1997-11-26
86331.0,for_sale,109900.0,2.0,1.0,0.18,92894.0,Lexington,Missouri,64067.0,828.0,
19749.0,for_sale,804675.0,4.0,4.0,0.29,514852.0,West Point,Utah,84015.0,5591.0,
97131.0,for_sale,5850000.0,4.0,7.0,0.31,1714621.0,North Palm Beach,Florida,33410.0,4997.0,2000-03-28
45068.0,for_sale,249000.0,3.0,2.0,0.23,1808596.0,Coventry,Rhode Island,2816.0,1092.0,
46424.0,for_sale,488116.0,4.0,3.0,0.19,449642.0,Krum,Texas,76249.0,2639.0,
75203.0,for_sale,122325.0,,,0.1,854383.0,Baton Rouge,Louisiana,70820.0,,
22611.0,sold,235000.0,3.0,3.0,0.05,463575.0,Montgomery,Texas,77316.0,1575.0,2022-01-14
5588.0,for_sale,294000.0,3.0,2.0,0.54,1751716.0,Broadway,North Carolina,27505.0,1717.0,
107322.0,for_sale,33900.0,,,1.0,197838.0,Edgewood,New Mexico,87015.0,,2021-03-23
30255.0,for_sale,32500.0,,,1.08,1919669.0,Saegertown,Pennsylvania,16433.0,,
23620.0,for_sale,859000.0,4.0,3.0,0.08,75978.0,Sea Cliff,New York,11579.0,2161.0,
15064.0,sold,271700.0,3.0,3.0,0.2,74810.0,Moody,Alabama,35004.0,2011.0,2021-12-10
42438.0,for_sale,374900.0,3.0,3.0,0.17,383769.0,Marietta,Georgia,30062.0,1616.0,2019-04-29
19688.0,sold,39000.0,4.0,1.0,0.18,983799.0,Clio,Michigan,48420.0,1100.0,2022-04-29
1742.0,sold,18285.0,3.0,1.0,0.18,1022003.0,Beverly,West Virginia,26253.0,960.0,2021-12-29
87894.0,for_sale,292900.0,3.0,2.0,0.23,1003207.0,Southaven,Mississippi,38672.0,1979.0,
100840.0,for_sale,105000.0,,,0.4,1992080.0,Springfield,Missouri,65807.0,,
104803.0,ready_to_build,1012999.0,5.0,,,1769164.0,Keller,Texas,76248.0,4842.0,
29797.0,for_sale,1998000.0,6.0,5.0,0.12,1418610.0,Little Neck,New York,11362.0,3000.0,2006-01-23
9119.0,sold,660000.0,5.0,3.0,0.16,1402707.0,Riverbank,California,95367.0,3205.0,2022-01-10
88794.0,for_sale,49900.0,2.0,2.0,,912506.0,Ocala,Florida,34476.0,1008.0,
98073.0,for_sale,499000.0,3.0,3.0,0.07,105078.0,Portland,Oregon,97225.0,1697.0,2017-03-24
73142.0,for_sale,4150000.0,4.0,3.0,0.24,333579.0,Portola Valley,California,94028.0,2972.0,2001-03-27
15766.0,for_sale,38700.0,,,0.38,1960530.0,Goreville,Illinois,62939.0,,
37328.0,for_sale,20900.0,,,0.23,1493006.0,Port Charlotte,Florida,33981.0,,2005-12-08
53072.0,for_sale,87500.0,3.0,1.0,0.14,203394.0,Lafayette,Louisiana,70501.0,1120.0,2009-04-23
22284.0,sold,397900.0,8.0,,0.42,1512021.0,Decatur,Arkansas,72722.0,3488.0,2022-03-08
16125.0,for_sale,350000.0,2.0,1.0,0.67,1289348.0,Camino,California,95709.0,947.0,
90837.0,sold,344900.0,4.0,3.0,0.21,239488.0,Chester,Virginia,23831.0,2016.0,2021-12-17
79934.0,for_sale,87000.0,,,29.0,1842456.0,Greenville,Alabama,36037.0,,
92270.0,for_sale,526000.0,1.0,1.0,0.04,1129250.0,Vail,Colorado,81657.0,663.0,2008-03-24
22611.0,for_sale,650000.0,4.0,3.0,0.25,1513669.0,Deerfield,Illinois,60015.0,2251.0,
80450.0,sold,250000.0,3.0,2.0,,146395.0,Athens,Georgia,30607.0,1174.0,2022-03-31
16829.0,sold,388000.0,3.0,2.0,0.09,645962.0,Vallejo,California,94591.0,1000.0,2021-12-02
36465.0,for_sale,12500.0,,,2.06,1846933.0,Stuart,Virginia,24171.0,,
29012.0,sold,2450000.0,6.0,5.0,2.05,601829.0,Sands Point,New York,11050.0,4058.0,2022-03-07
10838.0,for_sale,200000.0,2.0,1.0,,1248455.0,Champion,Pennsylvania,15622.0,,
86571.0,for_sale,120000.0,,,0.75,1280412.0,Port Charlotte,Florida,33953.0,,
61945.0,sold,209900.0,2.0,2.0,0.21,1763263.0,Kannapolis,North Carolina,28083.0,1355.0,2022-04-14
25960.0,for_sale,501990.0,4.0,3.0,,247194.0,Marana,Arizona,85653.0,2431.0,2020-09-04
109987.0,for_sale,790000.0,3.0,2.0,4.52,1357675.0,Ashland,Oregon,97520.0,1920.0,1979-05-04
75717.0,for_sale,65000.0,2.0,1.0,0.19,945398.0,Hutchinson,Kansas,67501.0,1000.0,2022-04-29
32437.0,sold,575000.0,3.0,2.0,1.31,353310.0,The Acreage,Florida,33470.0,1734.0,2022-04-14
22611.0,sold,698000.0,2.0,3.0,,138928.0,Arlington,Virginia,22201.0,1530.0,2021-12-17
63201.0,sold,252700.0,2.0,2.0,2.47,1091891.0,Morganton,North Carolina,28655.0,1607.0,2021-12-02
84534.0,sold,699000.0,3.0,4.0,0.02,937270.0,Sacramento,California,95816.0,1731.0,2022-01-24
30287.0,sold,194500.0,3.0,2.0,0.81,1129607.0,Mayville,New York,14757.0,1554.0,2022-04-01
90878.0,for_sale,1250000.0,5.0,4.0,0.32,328973.0,Rancho Cucamonga,California,91739.0,3369.0,2011-07-28
78781.0,for_sale,1100000.0,5.0,4.0,3.87,1284331.0,Moorhead,Minnesota,56560.0,5000.0,2015-10-14
18447.0,for_sale,240000.0,3.0,1.0,0.22,1650677.0,North Charleston,South Carolina,29418.0,1009.0,1980-12-19
109978.0,for_sale,419900.0,3.0,2.0,0.18,520546.0,Sacramento,California,95822.0,1556.0,1979-08-31
52580.0,sold,750000.0,4.0,3.0,0.2,830478.0,Chantilly,Virginia,20152.0,2500.0,2022-01-11
70677.0,for_sale,419880.0,5.0,3.0,0.21,1249852.0,Schertz,Texas,78154.0,3085.0,
75686.0,for_sale,232575.0,2.0,2.0,0.2,959968.0,Wichita,Kansas,67216.0,1062.0,
66071.0,for_sale,40000.0,,,0.75,1734508.0,Murphy,North Carolina,28906.0,,
22611.0,sold,349000.0,2.0,3.0,0.03,958774.0,Des Plaines,Illinois,60016.0,1775.0,2022-03-03
33968.0,for_sale,400000.0,3.0,2.0,2.29,1647664.0,Rowlett,Texas,75089.0,1294.0,
53366.0,sold,792950.0,5.0,3.0,0.23,608648.0,Edgewood,Washington,98371.0,3421.0,2021-12-16
81375.0,for_sale,2759826.0,4.0,6.0,0.36,191317.0,Folsom,California,95630.0,5060.0,2005-06-30
92409.0,for_sale,20000.0,,,5.89,1957470.0,Sugar Island,Michigan,49783.0,,
35813.0,sold,305000.0,4.0,2.0,,1740174.0,Jacksonville,Florida,32256.0,2117.0,2022-03-21
51359.0,sold,189000.0,3.0,2.0,0.14,50706.0,Fort Worth,Texas,76104.0,1302.0,2022-02-07
21860.0,for_sale,150000.0,,,1.01,1861228.0,Lottsburg,Virginia,22511.0,,
33456.0,for_sale,265000.0,4.0,3.0,0.2,1252238.0,Lithonia,Georgia,30038.0,2100.0,2022-04-30
75400.0,sold,345000.0,3.0,2.0,0.13,394495.0,Aubrey,Texas,76227.0,1771.0,2022-04-07
59038.0,sold,418500.0,1.0,1.0,,1114212.0,Arlington,Virginia,22203.0,612.0,2022-02-25
109986.0,sold,1100000.0,5.0,4.0,0.14,721242.0,Tualatin,Oregon,97062.0,4474.0,2022-03-22
28925.0,sold,159700.0,3.0,3.0,5.85,25161.0,McComb,Mississippi,39648.0,2600.0,2021-11-19
9616.0,sold,419000.0,4.0,3.0,0.2,746333.0,Garland,Texas,75040.0,2737.0,2022-04-04
16829.0,sold,774995.0,3.0,2.0,0.02,742987.0,Seattle,Washington,98144.0,1328.0,2021-12-23
53098.0,for_sale,189900.0,2.0,1.0,,1829628.0,Jacksonville,Florida,32246.0,813.0,2011-07-12
16829.0,sold,1295000.0,2.0,2.0,0.07,323556.0,San Francisco,California,94110.0,1296.0,2021-11-08
50359.0,for_sale,240000.0,3.0,2.0,0.22,138237.0,Yakima,Washington,98902.0,1188.0,
15517.0,for_sale,199900.0,3.0,1.0,0.13,1826350.0,New Britain,Connecticut,6053.0,1172.0,2018-12-10
67801.0,for_sale,999000.0,4.0,4.0,1.5,44781.0,Grey Eagle,Minnesota,56336.0,3848.0,
53299.0,sold,80000.0,,,0.11,1372974.0,Buffalo,New York,14215.0,1632.0,2022-02-11
42255.0,sold,155000.0,3.0,1.0,0.28,663275.0,McLouth,Kansas,66054.0,1040.0,2022-02-10
22611.0,sold,389000.0,6.0,3.0,0.08,134572.0,Pittsburgh,Pennsylvania,15206.0,,2022-04-14
53587.0,sold,590000.0,4.0,3.0,0.23,1320549.0,Spokane,Washington,99212.0,3530.0,2021-12-10
66513.0,for_sale,750000.0,5.0,4.0,0.16,1606507.0,Colorado Springs,Colorado,80927.0,4218.0,2016-08-31
109914.0,sold,140000.0,3.0,1.0,0.19,1561464.0,Tulsa,Oklahoma,74115.0,1080.0,2022-02-24
41805.0,for_sale,1400000.0,4.0,3.0,0.11,215817.0,San Diego,California,92128.0,2356.0,1999-10-07
97118.0,for_sale,1975000.0,4.0,3.0,4.78,956057.0,North Hampton,New Hampshire,3862.0,4682.0,
10838.0,for_sale,189900.0,3.0,2.0,0.5,1353228.0,Gibsonia,Pennsylvania,15044.0,1573.0,2016-06-14
22611.0,sold,680000.0,4.0,2.0,0.2,881163.0,Antioch,California,94531.0,1907.0,2022-02-23
10838.0,sold,249000.0,3.0,1.0,,302046.0,Vanderbilt,Pennsylvania,15486.0,,2022-02-14
83555.0,sold,317500.0,3.0,3.0,,335964.0,North Myrtle Beach,South Carolina,29582.0,1550.0,2022-01-28
79039.0,for_sale,239900.0,4.0,3.0,0.82,1484885.0,Rural Hall,North Carolina,27045.0,,
83541.0,sold,419000.0,2.0,2.0,,442426.0,McLean,Virginia,22102.0,998.0,2022-03-31
30287.0,sold,95000.0,,,0.16,1040424.0,Jamestown,New York,14701.0,1320.0,2021-11-08
72886.0,sold,8000.0,,,1.0,1938318.0,Bennettsville,South Carolina,29512.0,,2022-04-19
59953.0,for_sale,1325000.0,6.0,5.0,0.65,315065.0,Humble,Texas,77396.0,5693.0,
13006.0,sold,395000.0,2.0,2.0,,325325.0,Nederland,Colorado,80466.0,1078.0,2022-04-22
59099.0,sold,597000.0,4.0,4.0,0.99,1478893.0,Warrenton,Virginia,20187.0,3175.0,2021-12-06
51868.0,for_sale,289000.0,3.0,2.0,1.9,1382449.0,Bristol,Connecticut,6010.0,1538.0,2010-05-28
